"Name of commune" Residents "Change in %" "Population density per km²" "Foreign nationals in %" "0-19 years" "20-64 years" "65 years or over" "Crude marriage rate" "Crude divorce rate" "Crude birth rate" "Crude mortality rate" "Private households" "Size of households in persons" "Total surface area in km2" "Settlement and urban area in %" "Change in ha" "Agricultural area in %" "Change in ha" "Wooded area in %" "Unproductive area in %" "Employed total" "Primary sector" "Secondary sector" "Tertiary sector" "Business establishments total" "Primary sector" "Secondary sector" "Tertiary sector" "Dwelling vacancy rate" "New housing units per 1000 residents" "Social assistance rate" "FDP/PLR 2)" CVP SP SVP EVP/CSP GLP BDP PdA/Sol. GPS "Small right-wing parties"
"Kilchberg (BL)" 156 98 11.4 10.0 2.1 1.9 21.2 60.9 17.9 1.6 8.8 70.6 20.6 0.0 26 17 0 9 14 7 0 7 6.4 0.00 0.7 11.1 4.2 17.7 29.9 1.5 4.2 12.4 * 18.8 0.2 *     
Läufelfingen 1,293 159 2.0 0.9 0.7 10.8 21.2 58.8 20.0 8.2 9.7 49.1 41.2 0.0 400 45 107 249 96 21 21 54 2.3 0.17 1.1 11.0 2.9 23.6 34.7 3.2 3.8 7.7 * 12.4 0.7 *     
Maisprach 929 183 -2.0 -2.1 0.1 12.3 20.8 64.2 15.1 5.0 10.2 50.6 39.2 0.0 264 69 95 100 76 18 18 40 0.0 0.00 1.3 7.3 4.6 23.2 31.9 2.5 7.2 6.2 * 15.3 1.8 *     
Nusshof 249 145 16.4 14.0 3.7 8.4 20.5 64.3 15.3 1.7 4.6 55.7 39.7 0.0 52 19 1 32 22 4 1 17 12.0 0.00 0.0 9.1 2.7 23.0 29.1 1.5 1.5 9.3 * 23.6 0.2 *     
Oltingen 475 66 6.7 4.3 2.2 5.1 24.0 60.0 16.0 7.2 5.9 60.0 33.9 0.3 132 70 22 40 51 19 11 21 0.0 0.00 0.4 9.9 3.2 17.6 31.6 1.3 2.3 8.0 * 26.1 0.1 *     
Ormalingen 1,976 285 1.5 0.8 0.8 10.3 20.2 61.9 17.9 6.9 11.4 51.0 37.5 0.1 737 62 318 357 127 16 33 78 6.1 0.11 0.6 9.3 3.5 20.0 32.5 4.0 5.3 6.6 * 18.2 0.7 *     
"Rickenbach (BL)" 575 199 4.9 5.3 1.1 7.8 21.0 65.9 13.0 2.9 10.7 56.1 32.9 0.3 97 46 18 33 41 14 5 22 1.7 0.00 1.4 7.8 3.2 21.6 37.8 3.2 4.7 7.3 * 13.9 0.5 *     
Rothenfluh 777 71 3.7 2.1 0.7 6.8 21.6 62.4 16.0 10.9 3.9 40.0 56.1 0.1 162 47 51 64 66 18 11 37 2.6 0.00 1.3 7.7 1.4 17.5 34.4 4.4 3.9 9.2 * 21.0 0.5 *     
Rümlingen 368 161 0.5 2.7 -1.1 25.0 22.0 61.4 16.6 2.3 10.6 47.6 40.5 1.3 121 12 68 41 24 5 9 10 2.7 0.00 3.2 10.6 3.3 19.6 38.5 1.5 3.3 11.2 * 11.9 0.1 *     
Rünenberg 764 153 -3.3 -1.3 -1.5 3.9 21.1 58.0 20.9 5.0 6.8 55.2 37.8 0.2 158 35 49 74 62 14 11 37 1.3 0.00 0.8 13.3 2.0 19.9 32.1 0.6 4.3 6.8 * 20.7 0.3 *     
Sissach 6,256 705 0.1 -0.9 0.9 16.2 20.3 63.3 16.4 8.9 25.0 28.2 46.5 0.3 4,099 120 1,392 2,587 580 24 89 467 3.4 0.30 1.2 14.0 3.4 21.5 24.2 3.0 4.5 6.2 * 22.5 0.6 *     
Tecknau 856 364 4.5 1.6 1.8 29.1 22.5 63.6 13.9 2.4 16.4 24.4 58.0 1.3 164 10 53 101 35 4 7 24 5.8 0.00 3.3 7.2 2.4 19.5 40.1 3.2 3.7 12.0 * 11.2 0.6 *     
Tenniken 867 186 -0.1 -0.6 1.2 8.7 17.3 66.0 16.7 4.7 11.3 47.6 41.0 0.0 377 44 235 98 64 14 10 40 0.0 0.00 0.8 7.7 4.4 22.5 26.1 4.1 2.3 14.1 * 18.5 0.3 *     
Thürnen 1,353 601 -0.6 -1.7 0.4 17.4 19.1 64.0 16.9 2.3 18.5 56.4 25.1 0.0 280 23 94 163 54 8 10 36 0.0 0.00 1.2 20.3 2.9 18.7 36.9 1.9 2.3 5.1 * 11.6 0.3 *     
Wenslingen 699 118 2.0 2.2 0.3 5.4 21.7 56.8 21.5 5.9 6.7 62.9 30.3 0.2 202 45 38 119 69 19 16 34 0.0 0.30 0.1 6.4 3.4 19.0 39.3 5.8 3.0 6.9 * 15.7 0.5 *     
Wintersingen 615 88 -3.0 -3.6 -0.2 6.5 19.5 62.6 17.9 6.9 6.9 57.8 34.7 0.6 154 48 31 75 52 16 11 25 0.0 0.00 0.9 12.2 3.9 16.9 37.5 1.5 4.2 7.4 * 16.0 0.5 *     
Wittinsburg 412 128 -0.5 -2.9 0.5 3.9 27.2 56.3 16.5 3.2 8.1 60.0 31.9 0.0 133 25 70 38 36 10 7 19 0.0 0.00 0.0 14.8 1.8 15.9 28.4 6.2 3.7 10.6 * 18.2 0.3 *     
Zeglingen 454 57 -0.7 0.0 0.2 5.3 22.7 58.8 18.5 7.9 6.2 48.4 45.4 0.0 128 64 23 41 43 22 5 16 8.8 0.45 1.1 11.6 1.7 23.3 31.0 1.1 2.2 11.2 * 17.7 0.1 *     
Zunzgen 2,492 362 -1.1 -1.4 0.4 16.2 19.8 61.0 19.2 6.9 12.0 38.0 49.8 0.1 510 86 130 294 137 13 26 98 5.2 0.18 1.7 10.0 3.3 25.4 31.8 3.2 2.9 9.0 * 13.5 0.8 *     
Arboldswil 529 152 2.7 2.1 0.8 4.7 22.5 59.4 18.1 3.4 6.4 51.7 41.9 0.0 85 18 8 59 33 9 4 20 3.8 0.00 0.0 11.1 1.6 17.0 39.4 9.4 5.4 4.2 * 11.3 0.6 *     
Bennwil 641 98 1.7 -0.6 2.2 4.7 25.7 58.5 15.8 6.5 5.5 53.2 40.8 0.5 222 62 93 67 61 21 14 26 7.8 0.00 0.8 6.6 1.6 13.1 46.1 1.5 6.5 10.2 * 14.1 0.3 *     
Bretzwil 765 104 -2.7 -3.4 -0.3 8.9 25.5 56.6 17.9 7.4 4.8 56.7 38.5 0.1 153 65 27 61 60 24 9 27 1.3 0.61 0.4 8.3 3.3 10.0 53.5 1.4 3.8 9.3 * 10.2 0.2 *     
Diegten 1,555 161 -0.3 -0.8 0.5 9.9 23.6 61.4 15.0 9.7 11.1 49.4 39.5 0.0 406 92 95 219 126 29 27 70 7.7 0.00 0.5 9.5 2.0 15.6 41.3 3.9 3.3 11.0 * 12.8 0.6 *     
Eptingen 515 46 -3.6 -3.9 -0.6 6.6 19.0 63.7 17.3 11.2 5.2 47.1 47.4 0.4 327 81 62 184 65 28 12 25 0.0 0.00 0.4 16.6 1.7 12.1 44.1 0.9 3.1 8.5 * 12.3 0.7 *     
Hölstein 2,363 392 1.5 1.2 0.9 15.3 22.3 60.7 17.0 6.0 14.9 43.8 40.3 1.0 823 33 446 344 143 11 38 94 9.3 0.46 2.5 10.1 4.8 22.8 30.0 6.4 5.6 8.9 * 11.3 0.1 *     
Lampenberg 517 130 0.0 -2.5 0.6 4.4 20.1 59.2 20.7 4.0 7.2 54.1 38.7 0.0 81 36 7 38 38 13 6 19 0.0 0.00 0.0 8.8 5.6 17.0 35.8 6.5 4.8 6.7 * 14.4 0.4 *     
Langenbruck 952 61 -2.6 -5.5 0.3 14.7 18.2 64.7 17.1 15.7 4.7 51.0 44.1 0.3 326 77 57 192 85 29 8 48 3.2 0.20 3.7 6.1 3.5 20.7 31.4 3.7 13.3 6.8 * 13.6 0.8 *     
Lauwil 322 44 -3.0 -3.0 0.0 4.3 21.1 58.4 20.5 7.3 2.5 47.7 49.5 0.3 85 26 32 27 28 9 6 13 3.1 0.00 0.0 7.6 3.0 17.3 31.3 7.2 7.1 9.4 * 16.9 0.1 *     
Liedertswil 166 86 3.8 3.8 0.0 6.6 18.1 62.0 19.9 2.0 5.1 36.9 57.9 0.0 93 9 58 26 14 5 2 7 0.0 0.00 1.2 5.7 1.2 21.6 46.2 1.0 0.0 18.0 * 5.5 1.0 *     
Niederdorf 1,748 396 -1.9 -1.3 -0.2 21.9 21.2 59.7 19.1 4.4 14.9 58.1 26.5 0.5 744 35 193 516 116 12 26 78 0.0 0.26 3.7 13.3 5.1 19.7 36.8 2.4 3.2 7.6 * 10.9 1.0 *     
"Oberdorf (BL)" 2,335 377 2.6 2.5 0.2 21.1 22.2 59.6 18.2 6.2 12.7 43.2 43.6 0.5 1,089 33 620 436 154 11 29 114 3.9 0.56 2.9 8.7 5.2 22.8 32.6 3.5 7.3 6.8 * 12.4 0.5 *     
Reigoldswil 1,545 167 -1.5 -1.2 -0.2 11.3 23.0 57.4 19.5 9.2 8.2 46.4 45.3 0.1 529 74 87 369 137 26 28 83 0.6 1.12 2.5 8.6 2.0 22.2 33.0 8.2 2.9 6.7 * 15.9 0.5 *     
Titterten 412 111 -1.0 -0.2 -0.5 5.8 19.7 61.2 19.2 3.7 6.2 57.0 36.5 0.3 83 29 16 38 34 12 8 14 2.4 0.00 0.2 7.0 2.9 20.6 35.8 6.2 4.6 7.2 * 14.2 1.5 *     
Waldenburg 1,191 143 -1.7 -3.0 0.5 27.9 22.3 62.6 15.1 8.3 5.8 31.5 62.6 0.1 687 33 454 200 88 12 23 53 1.7 0.34 4.7 10.4 3.0 18.3 38.4 3.2 3.5 4.1 * 18.5 0.8 *     
Gächlingen 779 109 -0.4 1.3 -1.5 7.7 19.1 60.5 20.4 7.3 7.7 74.1 17.8 0.4 231 74 70 87 81 28 16 37 1.3 2.61 2.0 11.9 6.2 27.8 42.8 * * * * * 8.5 2.8     
Löhningen 1,376 201 4.2 3.9 1.1 13.2 23.1 60.5 16.4 6.9 9.1 52.9 37.8 0.1 245 42 99 104 88 17 14 57 4.4 2.62 0.6 20.5 6.8 22.7 42.8 * * * * * 5.1 2.0     
Neunkirch 1,997 111 2.8 -0.5 -0.1 15.9 21.3 63.2 15.5 17.9 7.3 47.1 45.0 0.6 870 60 336 474 160 19 32 109 2.5 2.22 1.2 13.5 5.7 31.0 43.6 * * * * * 2.6 3.6     
Büttenhardt 356 89 0.0 0.3 -0.3 11.8 23.0 61.2 15.7 4.0 4.7 49.5 45.8 0.0 89 31 20 38 33 13 5 15 5.6 0.00 0.3 8.9 5.1 31.7 48.9 * * * * * 4.9 0.6     
Dörflingen 907 156 5.8 6.1 0.0 15.1 18.3 65.4 16.3 5.8 8.8 62.0 27.7 1.4 213 48 91 74 72 21 13 38 12.1 0.00 0.3 11.5 3.3 29.1 49.9 * * * * * 2.1 4.0     
"Lohn (SH)" 704 144 4.1 1.9 1.2 8.4 23.4 63.2 13.4 4.9 8.4 54.1 37.3 0.2 123 21 46 56 56 7 10 39 12.8 0.63 0.0 13.2 4.0 20.7 51.4 * * * * * 6.3 4.3     
"Stetten (SH)" 1,266 270 10.0 8.3 0.5 22.0 25.5 58.7 15.8 4.7 10.8 41.3 47.5 0.4 143 16 26 101 54 7 7 40 3.9 0.77 0.2 24.2 3.1 26.5 40.7 * * * * * 4.0 1.5     
Thayngen 5,034 253 2.6 2.8 -0.2 19.2 19.5 60.6 19.9 20.0 15.6 56.2 26.9 1.3 2,768 211 1,124 1,434 401 79 81 241 9.1 1.62 1.5 11.5 4.4 30.7 45.4 * * * * * 5.4 2.5     
"Bargen (SH)" 283 34 9.3 12.0 -0.8 19.1 19.1 64.3 16.6 8.3 4.6 27.8 67.3 0.2 111 19 3 89 33 9 2 22 14.1 1.42 0.8 3.5 4.4 19.7 70.2 * * * * * 0.4 1.8     
Beringen 4,016 215 7.9 7.9 -0.2 17.8 20.7 60.0 19.2 18.6 11.0 29.6 59.3 0.1 2,224 72 1,530 622 264 23 56 185 14.9 4.22 0.8 21.1 7.3 23.9 39.5 * * * * * 6.0 2.2     
Buchberg 837 142 -2.0 -1.2 -0.1 11.0 21.6 60.2 18.2 5.9 8.5 52.0 34.3 5.1 237 62 58 117 71 25 7 39 3.6 0.82 0.7 10.8 3.9 32.1 47.7 * * * * * 2.8 2.7     
Merishausen 820 47 5.0 4.5 0.0 11.6 24.3 59.9 15.9 17.5 3.7 29.2 66.9 0.2 261 46 20 195 76 19 9 48 3.7 1.47 0.6 6.9 2.8 23.7 62.2 * * * * * 2.9 1.5     
"Neuhausen am Rheinfall" 10,220 1,278 0.3 0.7 -0.3 37.9 18.0 60.5 21.5 8.1 32.1 13.5 50.9 3.5 5,669 37 1,769 3,863 755 10 124 621 0.1 1.28 4.0 11.6 6.6 36.3 39.7 * * * * * 2.8 3.0     
Rüdlingen 755 138 5.9 4.9 0.7 10.9 20.9 62.5 16.6 5.5 10.7 46.0 33.2 10.1 202 48 36 118 70 18 16 36 9.3 0.58 0.5 10.2 3.2 26.9 52.1 * * * * * 1.1 6.5     
Schaffhausen 35,413 846 1.3 1.5 0.0 27.2 17.8 61.8 20.3 41.9 24.8 20.2 53.4 1.6 24,396 106 6,559 17,731 2,928 27 362 2,539 3.7 0.23 3.0 12.1 5.0 41.6 31.9 * * * * * 3.2 6.2     
Beggingen 512 41 -1.3 -1.5 0.8 7.4 24.8 57.2 18.0 12.6 4.5 50.6 44.6 0.2 135 66 22 47 63 26 10 27 2.0 0.85 1.0 5.4 3.1 11.2 76.0 * * * * * 2.1 2.1     
Schleitheim 1,698 79 1.7 1.6 0.4 12.6 21.1 55.8 23.1 21.5 6.4 57.9 35.1 0.5 785 122 299 364 165 44 32 89 0.6 5.90 2.1 13.2 4.4 21.7 52.2 * * * * * 6.3 2.1     
Siblingen 797 85 5.1 5.8 -0.3 11.5 18.9 61.4 19.7 9.3 6.7 44.0 48.7 0.6 198 62 46 90 66 23 14 29 2.5 0.55 1.9 11.8 4.0 33.0 42.3 * * * * * 5.5 3.3     
"Buch (SH)" 329 87 4.1 -22.2 0.0 28.6 18.8 65.3 15.8 3.8 6.8 73.4 19.8 0.0 69 26 8 35 27 10 5 12 9.1 2.01 0.0 4.4 5.4 25.5 61.3 * * * * * 1.5 2.0     
Hemishofen 431 54 4.1 5.3 -1.0 14.4 22.0 59.9 18.1 7.9 5.5 35.3 55.3 3.9 87 42 9 36 38 11 6 21 2.3 1.02 0.0 10.9 3.7 30.4 50.6 * * * * * 2.2 2.2     
Ramsen 1,345 100 4.8 6.1 0.0 22.0 20.7 60.9 18.4 13.5 7.7 61.3 29.1 2.0 884 127 151 606 152 34 26 92 0.7 0.62 2.3 5.7 11.8 22.5 55.0 * * * * * 1.7 3.3     
"Stein am Rhein" 3,286 570 2.4 1.6 -0.7 21.3 18.1 58.5 23.4 5.8 24.8 29.3 39.9 5.9 1,781 47 650 1,084 351 17 50 284 0.6 1.55 2.2 12.4 4.6 36.4 38.7 * * * * * 3.0 5.0     
Hallau 2,065 135 1.5 2.0 -0.3 16.1 22.2 57.0 20.8 15.3 9.8 49.3 40.0 0.9 936 198 350 389 202 47 39 116 2.4 4.11 1.3 7.3 3.8 29.8 50.6 * * * * * 6.7 1.7     
Oberhallau 431 71 3.6 0.2 1.9 4.9 22.7 61.5 15.8 6.0 7.2 72.4 20.5 0.0 124 77 22 25 45 27 3 15 2.3 0.00 0.2 4.6 5.9 23.6 59.6 * * * * * 6.1 0.2     
Trasadingen 583 141 -1.9 -3.0 0.5 20.4 22.0 61.6 16.5 4.1 11.2 75.6 12.4 0.7 236 51 91 94 71 20 8 43 5.1 1.31 0.9 10.9 4.2 24.1 55.3 * * * * * 1.2 4.4     
Wilchingen 1,715 81 1.2 1.8 -0.3 12.3 23.4 60.6 15.9 21.2 7.2 49.9 42.3 0.7 843 202 253 388 180 64 36 80 2.9 2.85 0.1 8.6 6.0 28.7 48.8 * * * * * 5.3 2.6     
Herisau 15,222 604 -0.1 -0.6 0.1 19.6 19.6 62.9 17.5 25.2 17.3 54.4 27.7 0.7 9,304 286 2,999 6,019 1,372 95 232 1,045 6.1 2.45 3.4 50.2 16.4 * 28.0 * * * * 4.8 * 0.7     
Hundwil 974 41 0.6 0.0 0.8 6.0 28.6 57.5 13.9 24.1 3.4 58.3 31.2 7.1 430 150 29 251 124 61 13 50 2.1 0.22 1.8 42.0 4.7 * 50.5 * * * * 1.7 * 1.0     
Schönengrund 492 94 -0.8 -6.7 1.2 5.3 24.8 56.7 18.5 5.2 4.6 64.7 30.7 0.0 121 56 21 44 60 28 9 23 0.0 1.07 2.0 40.7 5.2 * 50.6 * * * * 3.5 * 0.0     
Schwellbrunn 1,476 85 -0.1 -0.8 0.9 6.8 24.9 59.8 15.2 17.4 5.6 59.5 34.4 0.5 433 157 65 211 154 75 19 60 1.4 1.14 1.6 39.1 7.4 * 48.4 * * * * 5.1 * 0.0     
"Stein (AR)" 1,357 145 -0.1 0.1 -0.4 5.2 22.4 61.2 16.4 9.4 9.0 66.3 22.9 1.8 454 85 54 315 143 42 21 80 2.9 0.63 0.4 51.9 5.9 * 33.9 * * * * 7.2 * 1.1     
Urnäsch 2,241 46 -1.2 -1.9 0.0 11.0 24.1 58.4 17.6 48.3 3.4 53.0 42.1 1.4 994 194 233 567 220 90 32 98 0.0 1.26 1.7 45.0 4.5 * 45.3 * * * * 3.7 * 1.5     
Waldstatt 1,778 264 0.3 -0.3 0.3 12.3 25.0 57.0 17.9 6.7 12.2 60.5 26.4 0.9 823 58 511 254 141 26 29 86 2.8 0.38 1.5 48.8 9.2 * 36.5 * * * * 4.8 * 0.8     
Bühler 1,705 304 2.2 1.4 0.5 25.3 24.8 57.7 17.5 5.6 10.6 62.9 25.6 0.9 754 50 443 261 140 23 36 81 1.8 0.73 1.9 55.2 6.8 * 32.4 * * * * 3.7 * 1.8     
Gais 3,018 142 -1.5 -1.8 0.3 11.7 21.9 60.5 17.6 21.2 6.8 46.8 44.9 1.6 1,224 114 329 781 294 54 48 192 1.3 0.81 1.5 52.4 8.1 * 31.5 * * * * 6.9 * 1.2     
Speicher 4,183 512 3.9 3.2 0.3 10.1 21.7 58.7 19.7 8.2 17.7 53.1 28.3 1.0 1,088 64 257 768 332 25 49 258 8.6 2.13 1.6 56.1 10.2 * 23.9 * * * * 7.9 * 1.9     
"Teufen (AR)" 5,975 392 3.9 4.2 -0.3 11.2 18.9 59.7 21.4 15.3 16.9 52.4 29.6 1.0 2,555 119 417 2,018 628 58 77 493 5.9 0.67 1.6 59.9 8.0 * 24.7 * * * * 6.3 * 1.1     
Trogen 1,679 168 -0.5 -1.3 0.8 9.2 21.9 62.4 15.7 10.0 8.4 49.2 41.3 1.1 905 60 117 728 175 29 33 113 2.4 0.00 1.6 53.9 12.4 * 15.3 * * * * 16.7 * 1.7     
"Grub (AR)" 1,021 242 0.4 -0.4 0.3 12.2 21.2 59.0 19.9 4.2 12.1 56.0 31.9 0.0 279 35 63 181 79 17 13 49 1.0 3.65 0.4 67.8 4.1 * 24.8 * * * * 3.2 * 0.0     
Heiden 4,012 537 0.6 0.4 0.2 19.3 20.0 60.0 20.0 7.5 18.2 51.3 30.3 0.1 2,657 78 846 1,733 377 37 50 290 3.2 1.19 1.0 52.9 10.2 * 32.1 * * * * 4.6 * 0.3     
Lutzenberg 1,254 555 0.0 -4.9 0.2 17.6 18.7 67.8 13.6 2.3 23.3 51.1 24.7 0.9 301 24 69 209 113 13 21 79 1.6 3.56 1.2 39.3 8.1 * 44.2 * * * * 5.8 * 2.6     
Rehetobel 1,709 254 0.4 0.6 -0.1 9.4 22.2 59.3 18.5 6.7 9.5 55.9 34.1 0.4 541 51 112 378 146 26 36 84 0.0 3.13 0.5 53.5 8.4 * 23.8 * * * * 13.2 * 1.0     
"Reute (AR)" 673 135 2.0 2.0 -0.8 15.5 17.8 63.4 18.7 4.9 6.3 40.2 53.5 0.0 207 31 36 139 65 12 14 39 5.9 1.61 1.6 28.6 19.5 * 40.2 * * * * 9.5 * 2.1     
"Wald (AR)" 843 124 -0.1 -0.4 0.2 9.1 24.3 57.5 18.1 6.8 6.6 65.0 28.4 0.0 304 57 149 98 93 26 21 46 2.4 2.99 0.1 53.8 14.2 * 26.2 * * * * 5.5 * 0.4     
Walzenhausen 2,106 302 1.7 1.6 -0.6 19.7 18.6 64.9 16.6 7.0 13.9 52.0 34.1 0.0 1,310 55 343 912 203 24 41 138 0.9 1.55 1.8 40.8 10.7 * 38.5 * * * * 8.6 * 1.5     
Wolfhalden 1,720 247 0.8 0.1 0.9 13.3 20.2 61.7 18.1 7.0 13.1 55.9 30.7 0.3 802 72 467 263 164 24 44 96 3.5 1.85 1.0 47.9 7.4 * 35.6 * * * * 8.2 * 0.9     
Appenzell 5,661 336 -0.9 -5.3 1.2 17.8 20.0 61.1 18.9 16.9 11.6 65.8 21.6 1.0 4,741 180 1,698 2,863 771 89 144 538 4.1 0.76 1.6 * 75.3 21.6 * * * * * * * 3.1     
Gonten 1,452 59 0.4 1.6 0.1 4.1 23.3 56.5 20.2 24.7 6.1 59.2 32.6 2.1 608 196 133 279 178 95 23 60 0.0 0.90 1.0 * 77.2 20.0 * * * * * * * 2.8     
Rüte 3,441 84 2.5 3.4 0.0 4.5 26.9 57.7 15.5 40.9 3.8 54.7 31.5 10.0 1,024 266 306 452 331 122 54 155 11.6 0.33 0.7 * 76.8 18.6 * * * * * * * 4.6     
Schlatt-Haslen 1,134 63 -0.1 1.0 0.0 2.7 24.1 61.4 14.6 17.9 5.1 62.9 31.0 1.0 406 211 70 125 158 105 14 39 5.3 5.28 0.3 * 80.4 16.0 * * * * * * * 3.6     
Schwende 2,130 37 -0.8 2.3 0.0 8.5 27.8 57.7 14.5 57.5 2.3 45.0 32.7 20.0 968 122 156 690 234 59 26 149 1.9 1.15 1.7 * 78.4 19.2 * * * * * * * 2.4     
Oberegg 1,899 129 0.4 0.5 0.1 7.8 20.7 59.4 19.9 14.7 6.3 50.7 42.5 0.4 684 117 310 257 190 58 41 91 2.1 2.09 0.6 * 70.6 24.3 * * * * * * * 5.1     
Häggenschwil 1,214 133 2.3 1.4 1.0 7.8 27.1 59.1 13.8 9.2 9.2 75.1 13.7 2.1 331 125 85 121 99 47 12 40 7.4 0.65 0.6 10.1 32.7 9.0 32.7 3.5 4.6 3.6 * 2.9 0.8 *     
Muolen 1,178 114 1.6 -0.4 0.9 6.2 26.5 60.4 13.2 10.3 7.4 84.2 7.4 1.0 507 146 167 194 129 57 26 46 10.2 0.21 0.1 9.0 31.1 8.4 35.5 1.8 5.2 5.0 * 3.5 0.6 *     
"St. Gallen" 74,111 1,881 1.6 1.0 0.3 29.0 17.9 64.7 17.4 39.3 40.8 29.0 28.4 1.8 75,751 176 11,219 64,357 6,766 68 798 5,900 2.6 1.58 4.1 13.1 16.0 28.4 19.5 2.0 7.7 2.7 * 9.8 0.7 *     
Wittenbach 9,572 784 3.1 2.3 0.5 23.4 20.6 60.0 19.4 12.3 20.6 56.8 20.8 1.8 3,367 106 1,125 2,136 475 41 98 336 5.3 2.36 3.9 15.7 17.4 18.0 30.0 2.4 5.6 3.9 * 6.0 1.1 *     
"Berg (SG)" 835 223 -1.3 -1.4 0.0 8.6 23.6 58.9 17.5 3.8 12.4 69.8 16.9 0.8 175 57 25 93 65 22 7 36 0.0 0.88 0.5 10.8 20.3 14.6 31.8 4.3 6.9 3.0 * 6.9 1.3 *     
Eggersriet 2,238 251 3.2 -2.4 1.2 8.3 22.4 58.2 19.4 8.9 10.0 56.5 33.1 0.4 410 81 50 279 158 38 23 97 3.6 2.04 0.5 10.8 20.4 16.6 28.0 3.2 7.3 4.3 * 8.2 1.2 *     
Goldach 9,151 1,947 0.9 0.6 0.3 22.8 19.6 60.4 20.0 4.7 55.7 28.9 12.9 2.5 4,224 31 2,080 2,113 470 7 104 359 2.1 1.14 1.8 11.6 18.7 21.4 31.7 1.6 5.5 3.8 * 4.6 1.1 *     
Mörschwil 3,576 364 1.9 1.1 0.8 8.9 24.0 60.1 16.0 9.9 20.0 57.4 21.4 1.2 1,167 104 426 637 261 37 44 180 7.3 0.49 0.1 17.8 26.7 11.7 28.0 1.3 5.8 2.8 * 5.5 0.6 *     
Rorschach 8,918 5,038 0.4 -0.8 -0.1 46.1 18.3 63.6 18.1 1.8 92.7 6.2 0.6 0.6 5,639 33 1,256 4,350 772 4 129 639 22.0 4.39 4.3 11.4 15.7 27.6 30.0 1.4 4.1 2.3 * 6.1 1.4 *     
Rorschacherberg 7,027 986 1.5 1.3 0.1 27.2 18.9 63.1 18.0 7.1 30.0 44.5 25.2 0.3 1,708 45 472 1,191 289 19 67 203 1.1 3.10 1.3 13.6 16.7 20.0 33.2 1.2 5.5 2.7 * 5.4 1.8 *     
Steinach 3,402 759 3.3 2.8 0.5 22.0 21.0 60.3 18.7 4.5 31.5 61.2 5.5 1.8 2,108 74 1,575 459 202 20 58 124 2.4 2.08 1.2 11.2 21.6 19.0 31.1 1.2 5.9 3.6 * 5.6 0.9 *     
Tübach 1,286 649 3.5 1.9 1.8 11.8 22.6 59.3 18.1 2.0 32.8 61.5 5.6 0.0 762 23 314 425 113 9 29 75 14.8 0.35 0.2 11.6 22.2 15.6 32.3 1.9 6.2 5.2 * 4.5 0.4 *     
Untereggen 1,039 146 3.7 3.5 0.8 5.5 28.9 60.0 11.2 7.1 6.4 49.2 42.3 2.1 253 61 98 94 91 27 23 41 3.8 2.01 0.0 11.2 21.1 16.9 33.8 1.5 6.1 2.0 * 6.2 1.4 *     
"Au (SG)" 7,097 1,516 1.5 1.0 0.3 35.3 20.2 62.8 17.0 4.7 52.0 36.5 4.5 7.0 4,923 45 2,307 2,571 578 13 117 448 3.1 3.70 2.7 14.0 21.1 14.1 34.3 1.2 5.7 3.0 * 5.7 1.1 *     
Balgach 4,530 697 2.8 2.7 0.5 23.3 20.9 63.0 16.1 6.5 24.3 54.4 20.3 0.9 3,990 89 2,783 1,118 312 27 91 194 2.4 1.17 0.8 16.1 21.3 14.7 29.0 1.1 7.0 3.1 * 6.5 1.2 *     
Berneck 3,763 668 1.9 0.7 1.1 18.2 20.5 62.8 16.7 5.6 23.3 45.9 29.7 1.1 1,976 88 753 1,135 286 29 69 188 6.9 1.12 0.6 17.5 20.1 16.6 28.7 1.6 5.9 3.3 * 4.7 1.7 *     
Diepoldsau 5,957 532 2.1 -0.3 0.9 21.9 23.6 63.5 12.9 11.2 23.9 63.5 4.4 8.2 3,480 167 1,628 1,685 476 30 125 321 7.2 1.61 1.1 13.0 25.1 9.2 37.3 1.7 4.9 3.0 * 4.8 1.0 *     
Rheineck 3,241 1,467 -2.5 -2.3 -0.8 34.8 19.6 60.8 19.7 2.2 55.2 30.8 6.3 7.7 1,452 9 614 829 264 3 61 200 1.2 2.16 0.0 14.8 14.4 15.6 38.5 2.8 4.5 2.9 * 3.5 2.9 *     
"St. Margrethen" 5,742 837 3.1 2.7 0.6 45.8 20.2 63.5 16.3 6.9 36.7 25.4 31.5 6.4 3,428 68 1,102 2,259 478 15 91 372 0.3 2.51 0.0 15.9 12.8 17.8 43.7 1.2 2.2 3.2 * 2.5 0.7 *     
Thal 6,351 661 1.0 0.7 -0.2 21.8 21.7 62.0 16.3 9.6 37.8 42.7 11.9 7.6 4,319 78 2,076 2,165 509 26 107 376 7.9 2.91 1.2 11.7 18.9 16.4 36.2 2.5 4.4 2.8 * 5.2 1.9 *     
Widnau 8,864 2,096 1.1 0.1 0.6 27.0 22.9 62.7 14.5 4.2 67.5 26.6 1.4 4.5 3,900 11 1,264 2,625 602 4 141 457 3.7 1.67 2.3 12.1 23.2 12.6 37.1 0.9 5.6 2.9 * 4.3 1.2 *     
Altstätten 11,075 280 2.4 1.3 0.4 24.4 22.2 60.6 17.2 39.5 13.6 60.8 21.0 4.6 7,112 346 2,866 3,900 919 126 190 603 15.1 1.38 2.2 8.1 28.8 12.2 34.9 0.8 6.7 2.8 * 4.9 0.8 *     
